Rain1
0.964389443
6.175051689
15.54993057
1.295938373
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.628921509
0
3.04747057
7.302103519
6.467056274
5.958674908
2.468837023
1.57182622
0
4.912550449
6.416099072
2.591876745
1.722733617
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11.07119179
0
2.174357176
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.443347335
0
6.070447922
0
5.492097855
0
0
0
0
0
0
0
0
0
0
0
0
0
2.685094833
0
0
0
0
0
0
0
0
0
0
0
0
0
5.477731705
7.557106972
2.78788209
1.543023109
2.537744045
1.350145221
19.3823185
17.24559212
16.29496002
10.80414104
0
0
5.400580883
5.593458652
7.329359531
9.853046417
0.412172794
1.195842981
6.035727978
0
9.383919716
9.154342651
0.852591097
0
5.323429585
5.481721401
18.44185638
5.97580862
2.121656895
14.43096352
18.22480965
4.253754139
14.12163925
13.10796356
34.91529083
16.78114128
23.34848595
3.827333927
5.56601429
5.18375349
13.61051178
18.25574493
24.16804695
7.422677994
9.336985588
10.40161133
3.887815237
3.478571653
0
0
0
0
3.032008171
5.055607319
19.75307465
22.34693146
0
18.01741028
24.19758415
3.182784796
13.11650372
8.129325867
6.728723049
13.65388012
39.05600739
10.14354515
13.45137787
2.056716681
6.566661835
3.703255415
0
5.253592014
14.67385864
2.368286371
7.487960339
0
5.130551815
13.46064854
50.94813156
4.530210972
10.93626308
12.93466187
4.414734364
7.827000618
0
0
17.56378746
15.79008198
29.12338257
16.70385551
8.799014091
14.93657589
17.15620232
40.61276627
9.505644798
7.293160439
0
0
5.18375349
4.806356907
2.912184477
9.933911324
1.774476528
0.606809974
0
0
0
11.91758919
25.24450111
23.87223625
20.5416851
8.291957855
4.590036869
3.617860317
4.16674757
4.449223518
30.39011002
23.41698074
30.57129669
7.11862278
0
2.290070057
0.249875933
0.170518219
0
0.238073185
0.999907374
0.435314983
22.14982796
0.28623113
0.206330076
2.698705912
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.471801996
7.563019753
1.433817506
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.904490352
0
0
0
0
4.937674046
12.99050426
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.126972362
1.165162325
4.50970602
0
0
0
0
0
0
0
0
0
1.604579449
0
5.254616737
0
0
0
0
0
0
0
0
0
2.441669226
2.380731583
0
0
0
0
0
0
0
0
0
0
0
0
0
4.741669655
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.999907374
0
0
0
0
0
0
0
0.148840174
0
0
0.170518219
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.126972362
0.126972362
1.667788863
1.602894306
0
0
0
0
0
0
0
0
9.223056793
1.620174289
8.266562462
0
0.777462006
0
0
0
0
0
0
1.472491741
0.469419032
6.354250908
0
0
0
4.397615433
0
0.192877889
6.800539017
0
0
0
2.777441502
0
0
14.82528591
0
3.145909786
0
0
0
0
5.936411381
18.96945
16.22755623
12.20851135
17.46244431
2.571033239
2.342808008
4.796243668
1.909803987
19.01775932
15.27341652
20.31215096
6.455590725
50.30949402
9.02955246
0
6.8980546
12.72379684
12.22025394
9.224369049
10.8985033
24.30979538
44.47865295
12.94395447
3.587528706
0
0
2.592835188
2.429413557
4.505832195
9.245682716
2.901977301
2.083380699
6.634999275
14.01709843
21.04356575
4.15345335
2.116537571
0
23.71410179
10.74296856
11.65659523
0.171738669
5.802419662
2.58613205
15.68042564
7.57374239
2.888046741
4.78253746
9.097396851
9.928092957
15.49762821
19.59484863
5.630757332
0.443347335
8.491806984
0.443347335
0
3.857557774
0.228984892
0.492017865
0
0.492317528
17.63686371
10.35568905
5.729411602
0
0.263332605
30.96600723
11.65686798
70.05216217
65.4020462
10.89369583
0
0
0
0
0
0
0
0
1.573893547
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.652027607
1.384104967
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.997114897
3.392562389
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.219353303
0
3.165403843
1.697325468
0.852591097
0
0
0
0
0
0
0
0
12.06199741
0
0
0
0.43507129
0
0
0
0
0
0
1.620174289
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
